date,asset,coinmetrics_asset,AdrActCnt,CapMrktCurUSD,SplyCur,TxCnt
2021-01-10,BTC,btc,1177151.0,712801739056.71,18596765.19238421,332604.0
2021-01-10,ETH,eth,616426.0,144538541298.19492,114220324.64996868,1210603.0
2021-01-10,USDC,usdc,26965.0,4800374592.537362,4800313277.143937,44639.0
2021-01-10,USDT,usdt,224455.0,24676100828.696377,24678711738.31808,507167.0
2021-01-11,BTC,btc,1211948.0,655932811964.7596,18597727.69238421,333441.0
2021-01-11,ETH,eth,639489.0,123705180159.74075,114234491.34013228,1280285.0
2021-01-11,USDC,usdc,24928.0,4783383265.381044,4787834692.582272,50708.0
2021-01-11,USDT,usdt,233712.0,24692707135.40629,24678222879.17873,517572.0
2021-01-12,BTC,btc,1202314.0,627006493875.7682,18598652.69235145,336350.0
2021-01-12,ETH,eth,560454.0,118686042564.31136,114248689.9782246,1165508.0
2021-01-12,USDC,usdc,23037.0,4757257515.7843275,4756631791.89536,43960.0
2021-01-12,USDT,usdt,209634.0,25071202149.337048,25078222879.17873,458921.0
2021-01-13,BTC,btc,1163164.0,693700965812.7666,18599602.69235145,320071.0
2021-01-13,ETH,eth,544430.0,128880200418.3336,114262915.53581774,1126532.0
2021-01-13,USDC,usdc,22189.0,4751118646.062977,4752580565.560553,41131.0
2021-01-13,USDT,usdt,229907.0,25085129446.90333,25078222879.17873,480949.0
2021-01-14,BTC,btc,1167975.0,726267001112.6581,18600521.44232415,338553.0
2021-01-14,ETH,eth,569396.0,138574331450.75235,114276871.90908568,1184604.0
2021-01-14,USDC,usdc,24237.0,4817973493.048217,4817464807.126442,46948.0
2021-01-14,USDT,usdt,231327.0,25049940462.62227,25078222879.17873,493409.0
2021-01-15,BTC,btc,1209589.0,682866609536.3408,18601490.19232415,345053.0
2021-01-15,ETH,eth,585279.0,133451671351.64732,114291124.27394523,1227187.0
2021-01-15,USDC,usdc,24357.0,4875620215.519012,4875333459.493774,45563.0
2021-01-15,USDT,usdt,214179.0,25074081176.226147,25078222879.17873,469685.0
2021-01-16,BTC,btc,1115276.0,672984205338.4072,18602408.94228047,308421.0
2021-01-16,ETH,eth,574480.0,140768055176.6807,114305252.15033612,1193339.0
2021-01-16,USDC,usdc,22154.0,5036270652.908028,5038074767.82913,42862.0
2021-01-16,USDT,usdt,204271.0,25078882300.129776,25078222879.17873,441342.0
2021-01-17,BTC,btc,1002014.0,671017747596.7164,18603240.19158081,268872.0
2021-01-17,ETH,eth,548826.0,141990281349.43542,114319365.62495185,1133096.0
2021-01-17,USDC,usdc,22435.0,5076349554.854583,5078796604.784198,40768.0
2021-01-17,USDT,usdt,201512.0,25071163894.420784,25078222879.17873,430621.0
2021-01-18,BTC,btc,1077578.0,680805649185.9204,18604146.44158081,313873.0
2021-01-18,ETH,eth,556478.0,143163465450.51593,114333529.20761508,1217953.0
2021-01-18,USDC,usdc,22401.0,5131232493.935811,5132432299.441427,42167.0
2021-01-18,USDT,usdt,238472.0,25083815777.24953,25078222879.17873,503125.0
2021-01-19,BTC,btc,1095890.0,674436786184.2588,18605077.69158081,326366.0
2021-01-19,ETH,eth,601609.0,158495706458.95572,114347720.57902925,1252236.0
2021-01-19,USDC,usdc,23505.0,5147836893.399428,5150926224.262999,43988.0
2021-01-19,USDT,usdt,239772.0,25490145321.53139,25478222879.17873,514104.0
2021-01-20,BTC,btc,1107233.0,660799562908.8003,18605958.94155351,315516.0
2021-01-20,ETH,eth,565813.0,156426920284.49405,114361957.46044996,1213930.0
2021-01-20,USDC,usdc,23861.0,5295747272.757427,5294692611.909175,44253.0
2021-01-20,USDT,usdt,240769.0,25489683999.38487,25478222879.17873,529706.0
2021-01-21,BTC,btc,1059467.0,577236765327.8912,18606765.19154805,288464.0
2021-01-21,ETH,eth,540818.0,129553109550.88303,114376045.20779017,1178190.0
2021-01-21,USDC,usdc,23002.0,5370162477.796975,5369174738.678023,43631.0
2021-01-21,USDT,usdt,260079.0,25456407921.439285,25478222879.17873,526271.0
2021-01-22,BTC,btc,1115180.0,613799933930.6252,18607646.44154805,326671.0
2021-01-22,ETH,eth,532997.0,141314431408.77155,114390180.38825588,1182794.0
2021-01-22,USDC,usdc,24534.0,5507218265.797594,5507917471.15955,46858.0
2021-01-22,USDT,usdt,237437.0,25480734566.864407,25457438838.038746,496892.0
2021-01-23,BTC,btc,1128728.0,596151049200.8364,18608621.44154805,303320.0
2021-01-23,ETH,eth,513612.0,141033354246.51135,114404388.73433496,1140666.0
2021-01-23,USDC,usdc,19860.0,5594151442.55296,5593940033.96955,37039.0
2021-01-23,USDT,usdt,207285.0,25476995715.696407,25457438838.038746,430814.0
2021-01-24,BTC,btc,1004162.0,599525276803.4537,18609490.19154805,254109.0
2021-01-24,ETH,eth,514921.0,158724870354.96936,114418543.75316437,1117744.0
2021-01-24,USDC,usdc,18610.0,5598439103.820426,5597493953.75955,35343.0
2021-01-24,USDT,usdt,207168.0,25483627643.503258,25457438838.038746,448765.0
2021-01-25,BTC,btc,1121794.0,603342567061.9476,18610365.19154805,312958.0
2021-01-25,ETH,eth,545219.0,151692919224.5062,114432747.61961314,1207263.0
2021-01-25,USDC,usdc,22314.0,5534832619.571764,5534745206.73955,42198.0
2021-01-25,USDT,usdt,239040.0,25458956258.752804,25457417434.68129,521432.0
2021-01-26,BTC,btc,1182517.0,607487059172.2292,18611371.44153713,335923.0
2021-01-26,ETH,eth,561115.0,155859496260.0438,114446973.14136796,1194595.0
2021-01-26,USDC,usdc,26981.0,5431873152.296213,5429633873.62955,45919.0
2021-01-26,USDT,usdt,225130.0,25886537254.213356,25857417434.68129,475879.0
2021-01-27,BTC,btc,1106142.0,565048354264.0006,18612258.94153713,323598.0
2021-01-27,ETH,eth,502563.0,142611355859.2653,114461023.44302812,1140980.0
2021-01-27,USDC,usdc,24079.0,5501126814.085276,5500989842.44955,45371.0
2021-01-27,USDT,usdt,210437.0,25906823962.330353,25857417434.68129,468239.0
2021-01-28,BTC,btc,1097896.0,623751131789.6173,18613165.19153713,325159.0
2021-01-28,ETH,eth,554633.0,153599979312.1924,114475238.6206074,1190834.0
2021-01-28,USDC,usdc,26515.0,5675456052.018928,5675842414.00955,47003.0
2021-01-28,USDT,usdt,228875.0,26320921865.80953,26257417434.68129,520032.0
2021-01-29,BTC,btc,1208741.0,635972641065.8976,18614115.19153712,339577.0
2021-01-29,ETH,eth,629039.0,158385543266.2682,114489319.67611746,1293963.0
2021-01-29,USDC,usdc,33183.0,5844953298.773984,5845368036.78955,54980.0
2021-01-29,USDT,usdt,279011.0,27166581723.10606,27155372759.73819,630837.0
2021-01-30,BTC,btc,1087755.0,639422511060.5605,18614965.19153712,313065.0
2021-01-30,ETH,eth,602900.0,157999493481.5328,114503294.06729588,1218241.0
2021-01-30,USDC,usdc,25328.0,5849791601.299419,5850991957.26955,41446.0
2021-01-30,USDT,usdt,238322.0,27185297948.777233,27155372759.73819,510305.0
2021-01-31,BTC,btc,1063553.0,617261741250.7816,18615865.19153712,287082.0
2021-01-31,ETH,eth,571051.0,150859483437.80832,114517705.85218447,1244924.0
2021-01-31,USDC,usdc,23636.0,5906373075.632852,5906919700.95955,39578.0
2021-01-31,USDT,usdt,238353.0,27180379223.57862,27155372759.73819,529208.0
2021-02-01,BTC,btc,999221.0,624964623033.4149,18616608.94150982,283467.0
2021-02-01,ETH,eth,577466.0,156903551687.74548,114531902.45232137,1300451.0
2021-02-01,USDC,usdc,26239.0,5896073210.424816,5896397535.46955,43155.0
2021-02-01,USDT,usdt,260748.0,27514319712.336113,27505285696.898598,549657.0
2021-02-02,BTC,btc,1202183.0,662713622887.4319,18617565.19150436,363397.0
2021-02-02,ETH,eth,606119.0,174587545206.45605,114546110.63370408,1302891.0
2021-02-02,USDC,usdc,26643.0,5949975197.591397,5951959526.10955,44207.0
2021-02-02,USDT,usdt,260223.0,27929423605.932854,27905285696.898598,536975.0
2021-02-03,BTC,btc,1187019.0,699653042694.9592,18618502.69150435,345764.0
2021-02-03,ETH,eth,631088.0,190115116680.58093,114560300.84226143,1314906.0
2021-02-03,USDC,usdc,27802.0,6102359887.270986,6101351589.45955,48257.0
2021-02-03,USDT,usdt,266208.0,28341825471.609695,28305285696.898598,545796.0
2021-02-04,BTC,btc,1226684.0,691327294031.8643,18619502.69150435,367536.0
2021-02-04,ETH,eth,636306.0,184281491645.1748,114574593.00113586,1309863.0
2021-02-04,USDC,usdc,30514.0,6222856346.049964,6224085249.11955,50973.0
2021-02-04,USDT,usdt,275656.0,28337551406.5558,28305285696.898598,559085.0
2021-02-05,BTC,btc,1257476.0,708426864829.8851,18620558.89630735,360061.0
2021-02-05,ETH,eth,608628.0,197147391264.52365,114588700.26111294,1316904.0
2021-02-05,USDC,usdc,29545.0,6335627465.350747,6335987616.99955,48843.0
2021-02-05,USDT,usdt,280738.0,29077239707.74923,29055285696.898598,576810.0
2021-02-06,BTC,btc,1147256.0,732604037089.1453,18621552.52046635,328082.0
2021-02-06,ETH,eth,631037.0,192957815798.47928,114602911.80480865,1227828.0
2021-02-06,USDC,usdc,32100.0,6454589937.25396,6452304605.11955,51777.0
2021-02-06,USDT,usdt,276684.0,29599918375.807903,29555285696.898598,551976.0
2021-02-07,BTC,btc,1159518.0,726334667736.0048,18622527.52046635,286807.0
2021-02-07,ETH,eth,617267.0,185226378182.62643,114617257.67331114,1230638.0
2021-02-07,USDC,usdc,26546.0,6504030102.818996,6503429667.22955,45127.0
2021-02-07,USDT,usdt,262529.0,30002080230.025192,29955285696.898598,542326.0
2021-02-08,BTC,btc,1249543.0,858953685019.9965,18623540.02046635,340919.0
2021-02-08,ETH,eth,628031.0,199865012211.00156,114631418.24778636,1275739.0
2021-02-08,USDC,usdc,26749.0,6526184823.933139,6529191550.60955,44253.0
2021-02-08,USDT,usdt,304531.0,30980341567.30618,30955285696.898598,626289.0
2021-02-09,BTC,btc,1174227.0,866933160142.6617,18624433.77046635,359788.0
2021-02-09,ETH,eth,602871.0,203018236061.66705,114645625.32560392,1327544.0
2021-02-09,USDC,usdc,28983.0,6623247568.372759,6623679022.04955,47713.0
2021-02-09,USDT,usdt,328129.0,30996923957.442898,30955285696.898598,680728.0
2021-02-10,BTC,btc,1191329.0,839594904533.2678,18625327.52046635,340736.0
2021-02-10,ETH,eth,615259.0,200449828250.74097,114659921.39350842,1320357.0
2021-02-10,USDC,usdc,32228.0,6792237277.621506,6792605645.07955,52003.0
2021-02-10,USDT,usdt,321222.0,32076083113.801228,32055285696.898598,681958.0
2021-02-11,BTC,btc,1052110.0,892058461589.62,18626133.77046635,301861.0
2021-02-11,ETH,eth,612148.0,204760269802.63745,114674176.19248906,1270521.0
2021-02-11,USDC,usdc,31330.0,6947706279.9717,6948317692.48955,50658.0
2021-02-11,USDT,usdt,276598.0,32074665917.9586,32055285696.898598,558461.0
2021-02-12,BTC,btc,1157108.0,885253081022.2079,18627021.25844379,347247.0
2021-02-12,ETH,eth,594587.0,211767007287.84375,114688470.05293392,1290300.0
2021-02-12,USDC,usdc,33741.0,7056358057.933806,7055695786.52955,55002.0
2021-02-12,USDT,usdt,240350.0,32125767326.58022,32055285696.898598,488302.0
2021-02-13,BTC,btc,1217682.0,879402263106.5962,18627999.91744133,333184.0
2021-02-13,ETH,eth,563729.0,208691337249.8214,114702577.08500494,1252364.0
2021-02-13,USDC,usdc,33563.0,7211864445.269861,7213375543.89955,56098.0
2021-02-13,USDT,usdt,238015.0,33096085385.895,33055285696.898598,493845.0
2021-02-14,BTC,btc,1122976.0,909647017116.4133,18628921.36853781,297041.0
2021-02-14,ETH,eth,555363.0,207817376822.734,114716934.9066156,1206665.0
2021-02-14,USDC,usdc,27016.0,7463355524.23117,7461731658.142914,45335.0
2021-02-14,USDT,usdt,237338.0,33089495889.07067,33055285696.898598,492113.0
2021-02-15,BTC,btc,1140491.0,896287524856.9435,18629869.49477421,312281.0
2021-02-15,ETH,eth,570429.0,205085473631.30057,114731166.62547565,1210500.0
2021-02-15,USDC,usdc,26188.0,7449460247.744799,7445445357.7129135,43835.0
2021-02-15,USDT,usdt,276246.0,33465148612.328426,33455285696.898598,575457.0
2021-02-16,BTC,btc,989854.0,915516034419.288,18630624.85277421,293716.0
2021-02-16,ETH,eth,569472.0,204317874330.4668,114745361.87830085,1217916.0
2021-02-16,USDC,usdc,35469.0,7442402933.278694,7441916154.489313,52912.0
2021-02-16,USDT,usdt,270744.0,33459189074.270683,33455285696.898598,550067.0
2021-02-17,BTC,btc,1134666.0,973028220227.9847,18631485.96697421,318209.0
2021-02-17,ETH,eth,583486.0,211759190997.1492,114759704.810388,1258503.0
2021-02-17,USDC,usdc,29010.0,7266480533.576145,7267726819.635914,48978.0
2021-02-17,USDT,usdt,278845.0,34475903130.020355,34455285696.8986,581618.0
2021-02-18,BTC,btc,1138881.0,962361657680.0498,18632339.87172421,317446.0
2021-02-18,ETH,eth,601009.0,221790387317.9811,114773889.65333748,1298425.0
2021-02-18,USDC,usdc,29747.0,7344900257.498449,7343779969.789313,49501.0
2021-02-18,USDT,usdt,375975.0,34864010416.96557,34855285696.8986,742926.0
2021-02-19,BTC,btc,1248515.0,1040119985987.2585,18633296.08170618,340244.0
2021-02-19,ETH,eth,628240.0,225102701693.4766,114788329.15051717,1323618.0
2021-02-19,USDC,usdc,32946.0,7530379210.985952,7530075649.50805,53232.0
2021-02-19,USDT,usdt,351724.0,34879477587.49976,34855285696.8986,708121.0
2021-02-20,BTC,btc,1187083.0,1040940814716.2908,18634208.55512618,321732.0
2021-02-20,ETH,eth,643509.0,219594687146.4184,114802591.0363146,1337507.0
2021-02-20,USDC,usdc,34446.0,7718855627.232285,7718285323.07805,56078.0
2021-02-20,USDT,usdt,352964.0,35684943309.254074,35655285696.8986,732454.0
2021-02-21,BTC,btc,1047141.0,1071530978098.8726,18635089.27512617,272006.0
2021-02-21,ETH,eth,604276.0,222042492338.9616,114816871.04986608,1233518.0
2021-02-21,USDC,usdc,29000.0,7843889068.906501,7843831970.44805,47893.0
2021-02-21,USDT,usdt,319772.0,35691507174.36188,35655285696.8986,677348.0
2021-02-22,BTC,btc,1094544.0,1005448041778.174,18635920.52512617,284119.0
2021-02-22,ETH,eth,621855.0,203389892374.4104,114831134.25990903,1312178.0
2021-02-22,USDC,usdc,31364.0,8006531820.821947,8003947798.751403,54698.0
2021-02-22,USDT,usdt,352826.0,35680341193.380745,35655285696.8986,753676.0
2021-02-23,BTC,btc,1054613.0,905007959206.9448,18636714.27512617,288011.0
2021-02-23,ETH,eth,627533.0,179508700934.97287,114845464.62120388,1302882.0
2021-02-23,USDC,usdc,35257.0,8114805453.160144,8113189230.174793,62064.0
2021-02-23,USDT,usdt,337529.0,35663843590.63172,35655285696.8986,730702.0
2021-02-24,BTC,btc,1230122.0,923821685553.8049,18637707.40012617,354258.0
2021-02-24,ETH,eth,623762.0,185678047442.98767,114859706.24874929,1285208.0
2021-02-24,USDC,usdc,35391.0,8393700364.712944,8390184298.804793,59619.0
2021-02-24,USDT,usdt,332181.0,35686132520.35233,35655285696.8986,707438.0
2021-02-25,BTC,btc,1217040.0,886607289246.5886,18638682.40012617,328850.0
2021-02-25,ETH,eth,617443.0,171330441592.1106,114874015.0622244,1232758.0
2021-02-25,USDC,usdc,29013.0,8463600456.021645,8466722464.248193,51081.0
2021-02-25,USDT,usdt,321686.0,35649883264.691505,35655285696.8986,686825.0
2021-02-26,BTC,btc,1114180.0,861739395614.1508,18639551.13009887,305149.0
2021-02-26,ETH,eth,605208.0,165703892104.9274,114888395.85307148,1236241.0
2021-02-26,USDC,usdc,34035.0,8819884051.258478,8820053817.098192,59038.0
2021-02-26,USDT,usdt,291336.0,35660115104.14192,35655285696.8986,639649.0
2021-02-27,BTC,btc,1202477.0,854379730435.3794,18640532.38009887,322758.0
2021-02-27,ETH,eth,566704.0,167072208668.00745,114902690.76618028,1202432.0
2021-02-27,USDC,usdc,29697.0,8867418264.44365,8869764485.038193,51340.0
2021-02-27,USDT,usdt,271246.0,35688328414.99307,35655285696.8986,597140.0
2021-02-28,BTC,btc,1033508.0,845561698558.5696,18641351.13009877,252499.0
2021-02-28,ETH,eth,581313.0,163800981512.8203,114916939.57014044,1179859.0
2021-02-28,USDC,usdc,28545.0,9040844537.174316,9043830625.198193,51383.0
2021-02-28,USDT,usdt,297211.0,35723424927.55701,35655285696.8986,647107.0
2021-03-01,BTC,btc,1073523.0,925293484700.9192,18642163.63009877,278708.0
2021-03-01,ETH,eth,579329.0,179664587381.82205,114931200.17630067,1185925.0
2021-03-01,USDC,usdc,29613.0,8998426411.067053,8997092156.928192,48963.0
2021-03-01,USDT,usdt,391023.0,36428712530.16034,36405285696.89859,768092.0
2021-03-02,BTC,btc,1119669.0,900547396139.7251,18643057.38009877,340722.0
2021-03-02,ETH,eth,595816.0,171255085933.43988,114945641.9568904,1240182.0
2021-03-02,USDC,usdc,28162.0,8901296648.779749,8900444338.118103,46646.0
2021-03-02,USDT,usdt,300786.0,36834068247.73062,36805285696.89859,558253.0
2021-03-03,BTC,btc,1185450.0,945073444270.1716,18644007.38009877,332985.0
2021-03-03,ETH,eth,559291.0,182104024499.242,114959798.9823311,1235048.0
2021-03-03,USDC,usdc,29139.0,8835264386.660479,8832015104.078814,49499.0
2021-03-03,USDT,usdt,298513.0,37568071548.28586,37555285696.89859,575028.0
2021-03-04,BTC,btc,1042797.0,903765934807.9712,18644807.38007147,290966.0
2021-03-04,ETH,eth,598760.0,176832941731.48395,114974202.22868381,1234903.0
2021-03-04,USDC,usdc,27873.0,8824321743.098425,8823707622.891687,47707.0
2021-03-04,USDT,usdt,271472.0,37546874037.23005,37555285696.89859,537632.0
2021-03-05,BTC,btc,1154593.0,909927285417.9523,18645738.63007147,315193.0
2021-03-05,ETH,eth,523337.0,176029141469.01932,114988573.53696272,1208640.0
2021-03-05,USDC,usdc,29334.0,8877875452.948944,8877782087.122871,52354.0
2021-03-05,USDT,usdt,263690.0,37571058477.90493,37555285696.89859,517570.0
2021-03-06,BTC,btc,1147083.0,913138122157.5787,18646688.63007147,288073.0
2021-03-06,ETH,eth,540483.0,190886424481.5056,115003021.1929501,1160519.0
2021-03-06,USDC,usdc,24004.0,9014389123.002487,9008960006.172873,39629.0
2021-03-06,USDT,usdt,230435.0,37572822193.52566,37555285696.89859,454103.0
2021-03-07,BTC,btc,1043256.0,952640081754.0469,18647601.13007147,259265.0
2021-03-07,ETH,eth,499682.0,197733228967.94928,115017308.27594449,1180104.0
2021-03-07,USDC,usdc,23126.0,9153170053.211716,9156700608.891,40012.0
2021-03-07,USDT,usdt,241836.0,37564278552.59864,37555285696.89859,479059.0
2021-03-08,BTC,btc,1164249.0,971375568436.1802,18648569.88007147,294249.0
2021-03-08,ETH,eth,533767.0,210062199817.27927,115031662.32957508,1216417.0
2021-03-08,USDC,usdc,25836.0,9124215279.831823,9125620037.265038,42031.0
2021-03-08,USDT,usdt,271470.0,37568358053.124405,37555285696.89859,541161.0
2021-03-09,BTC,btc,1088598.0,1020854485706.3766,18649444.88006601,299423.0
2021-03-09,ETH,eth,574925.0,214218817196.6424,115045930.52644908,1275347.0
2021-03-09,USDC,usdc,30214.0,9162761036.038893,9161613179.56529,50607.0
2021-03-09,USDT,usdt,305792.0,37570098634.16225,37555285696.89859,612381.0
2021-03-10,BTC,btc,1165773.0,1046585269945.1644,18650376.13006601,342661.0
2021-03-10,ETH,eth,582840.0,207502588302.76328,115060314.07771511,1256065.0
2021-03-10,USDC,usdc,28317.0,9212807971.624413,9215580732.153168,46717.0
2021-03-10,USDT,usdt,313395.0,38960652897.42162,38955285696.89859,609278.0
2021-03-11,BTC,btc,1084417.0,1078920786628.1328,18651201.13006601,293471.0
2021-03-11,ETH,eth,623452.0,210323158993.04175,115074470.62438644,1284767.0
2021-03-11,USDC,usdc,28498.0,9341315653.644968,9339885986.053167,46945.0
2021-03-11,USDT,usdt,349071.0,38962462257.74265,38955285696.89859,663748.0
2021-03-12,BTC,btc,1186618.0,1069413682211.764,18652138.63006601,320069.0
2021-03-12,ETH,eth,592345.0,203534962497.01135,115088800.14238603,1325679.0
2021-03-12,USDC,usdc,31463.0,9320193450.589111,9319333665.830763,50816.0
2021-03-12,USDT,usdt,309281.0,38954100304.175186,38955285696.89859,610199.0
2021-03-13,BTC,btc,1104466.0,1143221861398.156,18653032.38006601,276253.0
2021-03-13,ETH,eth,591290.0,221827734371.98212,115103187.76949795,1293352.0
2021-03-13,USDC,usdc,27276.0,9434180515.058962,9438065729.164146,44852.0
2021-03-13,USDT,usdt,297747.0,38935256897.09156,38955285696.89859,586804.0
2021-03-14,BTC,btc,1155175.0,1117480223465.9624,18654013.630066,305716.0
2021-03-14,ETH,eth,586583.0,215747658136.0233,115117661.93842895,1277890.0
2021-03-14,USDC,usdc,23196.0,9457556086.357155,9461815408.604565,37768.0
2021-03-14,USDT,usdt,307693.0,38955115213.45074,38955285696.89859,582631.0
2021-03-15,BTC,btc,1167577.0,1046936085343.0632,18654938.630066,295380.0
2021-03-15,ETH,eth,592457.0,206881134242.69308,115131919.38681845,1321388.0
2021-03-15,USDC,usdc,26624.0,9520521499.81416,9525088088.666529,45605.0
2021-03-15,USDT,usdt,353105.0,40058442128.32491,40055285696.89859,673470.0
2021-03-16,BTC,btc,1161912.0,1054064969221.1396,18655869.88006054,319854.0
2021-03-16,ETH,eth,587910.0,206912348624.15817,115146303.24993183,1308992.0
2021-03-16,USDC,usdc,31949.0,9468521819.680025,9468711275.976528,51878.0
2021-03-16,USDT,usdt,348737.0,40560783533.55391,40555285696.89859,659805.0
2021-03-17,BTC,btc,1110541.0,1094833523737.9852,18656719.88006054,290856.0
2021-03-17,ETH,eth,568873.0,209461979346.26627,115160665.02329336,1272298.0
2021-03-17,USDC,usdc,29308.0,9582267020.943935,9585434349.624323,46785.0
2021-03-17,USDT,usdt,322146.0,40558087342.749275,40553455005.25067,623566.0
2021-03-18,BTC,btc,1219716.0,1077134892562.373,18657669.88006054,335857.0
2021-03-18,ETH,eth,593538.0,205201027897.62503,115175023.13605444,1299760.0
2021-03-18,USDC,usdc,29071.0,9998280674.141861,10000377783.247446,311414.0
2021-03-18,USDT,usdt,618587.0,40568820517.78904,40573454736.68958,989782.0
2021-03-19,BTC,btc,1158820.0,1085335421881.5612,18658594.88006054,315088.0
2021-03-19,ETH,eth,594704.0,208535831644.5682,115189375.619033,1291231.0
2021-03-19,USDC,usdc,30131.0,10266176803.60087,10266158241.857447,312881.0
2021-03-19,USDT,usdt,498234.0,40642311609.87274,40643408981.91525,871602.0
2021-03-20,BTC,btc,1124513.0,1086879746950.0336,18659557.38006054,281882.0
2021-03-20,ETH,eth,578798.0,208835099586.78943,115203794.8942325,1262309.0
2021-03-20,USDC,usdc,27527.0,10355719262.594557,10354771090.447447,276003.0
2021-03-20,USDT,usdt,336605.0,41644068753.70399,41643408981.91525,741391.0
2021-03-21,BTC,btc,1112554.0,1072009014284.5457,18660532.38005508,240660.0
2021-03-21,ETH,eth,586232.0,205632497854.8996,115217988.34709004,1206064.0
2021-03-21,USDC,usdc,30432.0,10505460178.51776,10505294582.987446,268184.0
2021-03-21,USDT,usdt,318335.0,41656263433.37866,41643408981.91525,702623.0
2021-03-22,BTC,btc,1144113.0,1016175922879.4512,18661476.13005508,295471.0
2021-03-22,ETH,eth,569908.0,194640513772.7654,115232329.21525893,1307460.0
2021-03-22,USDC,usdc,40950.0,10530028894.770811,10529089652.117447,317281.0
2021-03-22,USDT,usdt,364378.0,41655021676.08661,41643408981.91525,791961.0
2021-03-23,BTC,btc,1234149.0,1018292446531.0492,18662482.38005508,316687.0
2021-03-23,ETH,eth,600963.0,192663932774.56393,115246709.5689118,1298959.0
2021-03-23,USDC,usdc,34843.0,10625119135.864777,10625204545.065355,331338.0
2021-03-23,USDT,usdt,336988.0,41641442322.64032,41643408981.91525,718909.0
2021-03-24,BTC,btc,1153475.0,981610902742.6876,18663432.38005508,301818.0
2021-03-24,ETH,eth,598324.0,182905748148.4972,115261059.43707877,1309468.0
2021-03-24,USDC,usdc,36280.0,10695725267.65148,10698904695.602932,325528.0
2021-03-24,USDT,usdt,383959.0,41629995471.9456,41643408981.91525,773567.0
2021-03-25,BTC,btc,1218346.0,962095893978.6095,18664394.88004862,320449.0
2021-03-25,ETH,eth,631922.0,183164846643.80432,115275438.06403448,1349663.0
2021-03-25,USDC,usdc,41070.0,10876212845.485712,10879915624.60802,356920.0
2021-03-25,USDT,usdt,336154.0,41649674416.1925,41643408981.91525,726123.0
2021-03-26,BTC,btc,1085835.0,1023188726799.0096,18665244.88004862,293636.0
2021-03-26,ETH,eth,583328.0,195493459310.30396,115289865.14971688,1265836.0
2021-03-26,USDC,usdc,31013.0,11125701019.228312,11125931103.439297,278697.0
