date,asset,taxonomy_category,manual_review_priority,weak_supervision_score,transparent_risk_score,anomaly_ensemble_score,lf_vote_count,weak_label_3d,weak_label_7d,event_ids_7d,event_type_list_7d,severity_list_7d,log_return,abs_log_return,volume_z_30d,intraday_range_z_30d,drawdown_30d,stablecoin_peg_deviation,dex_volume_z_30d,chain_tvl_z_30d,review_note,claim_boundary
2023-03-11,USDT,event_window_hit_3d,high,99.80847915034389,98.9292243405589,0.9998476538695916,6,1,1,E003,stablecoin_depeg,high,0.004618179100107,0.004618179100107,1.9305533120565168,5.236116456733806,0.0,0.0076899528503417,2.488102934671,-2.1539885627618274,"Alert falls within a tight public incident window. This supports weak-label alignment, not verified fraud detection.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-06-10,ETH,event_window_hit_7d,high,99.29050230695567,97.57987289979977,0.9859841560024376,5,0,1,E004,regulatory_action,medium,-0.0489103826705825,0.0489103826705825,2.054614960903081,2.873100673121121,-0.0829599885883726,0.0,2.5000864407569785,0.0,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-03-19,ETH,event_window_hit_7d,high,98.87699138156177,98.45042221641856,0.9890310786106032,4,0,1,E005,network_stress,medium,-0.1080704152151135,0.1080704152151135,1.3279310261649826,2.0008504592053176,-0.2234942041559521,0.0,1.2552572499246446,0.0,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-03-20,ETH,event_window_hit_7d,high,98.87699138156177,96.87472795333856,0.959780621572212,4,0,1,E005,network_stress,medium,0.1067642582840093,0.1067642582840093,1.4031102174807897,2.0335366703971336,-0.1360038049588743,0.0,0.374708266556797,0.0,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-05-05,BTC,event_window_hit_7d,high,98.87699138156177,98.25890136676244,0.9616087751371116,4,0,1,E001,stablecoin_depeg,high,-0.0819413647290758,0.0819413647290758,1.6772470838855695,3.1463019561650145,-0.1592665339856344,0.0,0.6019354487031595,-0.1142875016962648,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-06-12,BNB,event_window_hit_7d,high,96.79637851484286,97.16200922782276,0.9360146252285192,3,0,1,E004,regulatory_action,medium,-0.0188106359520077,0.0188106359520077,2.150706251643062,1.37940898071692,-0.2647996926782198,0.0,0.8266164934698628,-2.5562837798412223,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-05-13,USDT,event_window_hit_7d,high,96.79637851484286,93.20971533037348,0.9890310786106032,3,0,1,E001,stablecoin_depeg,high,0.0006312720322747,0.0006312720322747,0.6930298796652048,0.0040974573750997,-0.0021043332689029,0.0017610192298888,0.8415475658375229,-3.423209903208402,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-05-13,USDT,event_window_hit_7d,high,96.79637851484286,93.20100983720728,0.9887263863497868,3,0,1,E001,stablecoin_depeg,high,0.0006312720322747,0.0006312720322747,0.6930298796652048,0.0040974573750997,-0.0021043332689029,0.0017610192298888,0.8415475658375229,-3.4232099032048677,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-03-15,USDT,event_window_hit_7d,high,95.96500391747192,92.78314616523026,0.9917733089579523,2,0,1,E003,stablecoin_depeg,high,0.0006964194310828,0.0006964194310828,1.313448607760894,0.3651006179699433,-0.0037154346397233,0.0039459466934204,0.9494349847676724,-0.0270576714718598,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-03-16,USDT,event_window_hit_7d,high,95.96500391747192,91.07686950465744,0.9722730042656916,2,0,1,E003,stablecoin_depeg,high,-0.0018064900435268,0.0018064900435268,0.4816542442176546,0.2000231220800451,-0.0055135881253731,0.0021339654922483,-0.2587631298133635,-0.9290989276909314,Alert falls within a wider public incident window. This is weak-label evidence only.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-12-04,BTC,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.79977365717768,0.9865935405240708,6,0,0,,,,-0.0856084308551636,0.0856084308551636,2.7354764005767347,4.347013773049169,-0.2718216247479058,0.0,2.5173805223796655,-1.750654367070718,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-05-19,BTC,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.93906154783669,1.0,6,0,0,,,,-0.1481070763518861,0.1481070763518861,2.8466154526301017,4.478238457004,-0.3707472023447685,0.0,3.3847732494386524,-3.1468791081088012,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-04-05,USDT,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.59954731435536,0.978823887873248,6,0,0,,,,-0.003142218277616,0.003142218277616,2.4118061170975413,1.2486311784515522,-0.0031372866765053,0.0002540349960327,1.3567929985094436,2.668034910823823,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-04-05,USDT,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.59084182118916,0.9776051188299816,6,0,0,,,,-0.003142218277616,0.003142218277616,2.4118061170975413,1.2486311784515522,-0.0031372866765053,0.0002540349960327,1.3567929985094436,2.6680349108195145,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-08-05,BNB,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.74754069818054,0.9963436928702012,6,0,0,,,,-0.0674339144007571,0.0674339144007571,4.405220782524666,4.292596979732654,-0.2280036569300649,0.0,4.169908207502609,-1.9708725160910083,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-11-10,USDT,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.8520066161748,0.994210847044485,6,0,0,,,,-0.0007663917515725,0.0007663917515725,1.5713010431474863,5.277570570814031,-0.0023905000224063,0.0021650195121764,2.582073474604977,-3.879653565559772,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-11-10,USDT,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.860712109341,0.9945155393053016,6,0,0,,,,-0.0007663917515725,0.0007663917515725,1.5713010431474863,5.277570570814031,-0.0023905000224063,0.0021650195121764,2.582073474604977,-3.8796535655799858,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-06-13,BTC,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.66048576651868,0.9987812309567335,6,0,0,,,,-0.1740525517766702,0.1740525517766702,2.8090472311422787,4.381096070334634,-0.2926783777253529,0.0,2.985161426687413,-0.3523267772738092,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-08-05,BTC,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.73883520501435,0.9945155393053016,6,0,0,,,,-0.0736319858212013,0.0736319858212013,3.539956139026128,4.567495999591928,-0.2089843810359251,0.0,4.169908207502609,-1.6321660794914654,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-05-19,ETH,multi_method_market_stress_non_event,medium_high,99.80847915034389,99.5647253416906,0.9829372333942716,6,0,0,,,,-0.3174590304840619,0.3174590304840619,2.162798813052752,4.945660362792582,-0.4097252122986823,0.0,3.3847732494386524,0.0,"Multiple methods agree and market stress variables are elevated, but no event-window label is present.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-04-17,USDT,stablecoin_peg_stress_non_event,medium_high,99.59954731435536,97.81492121528684,0.9998476538695916,5,0,0,,,,0.0091218565348114,0.0091218565348114,1.7730205759071478,3.631510717450691,0.0,0.0115300416946411,0.4332867073928914,1.675088857409333,"Stablecoin price deviates from peg outside the public incident window. Review as peg-stress alert, not confirmed event.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-04-17,USDC,stablecoin_peg_stress_non_event,medium_high,99.59954731435536,97.64081135196308,0.9993906154783668,5,0,0,,,,0.0094089041535738,0.0094089041535738,1.6089242459706476,3.687250581250917,0.0,0.0104960203170776,0.4332867073928914,1.675088857408248,"Stablecoin price deviates from peg outside the public incident window. Review as peg-stress alert, not confirmed event.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-04-17,USDT,stablecoin_peg_stress_non_event,medium_high,99.59954731435536,97.80621572212064,0.9992382693479586,5,0,0,,,,0.0091218565348114,0.0091218565348114,1.7730205759071478,3.631510717450691,0.0,0.0115300416946411,0.4332867073928914,1.675088857408248,"Stablecoin price deviates from peg outside the public incident window. Review as peg-stress alert, not confirmed event.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-09-15,ETH,multi_method_consensus_non_event,medium,98.87699138156177,97.95420910594584,0.967702620353443,4,0,0,,,,-0.1050791831036352,0.1050791831036352,1.6331886688228598,1.921446438246492,-0.2032012688385353,0.0,0.9341127633499552,0.0,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-01-02,SOL,multi_method_consensus_non_event,medium,98.87699138156177,98.38948376425525,0.9670932358318098,4,0,0,,,,0.1216067900550079,0.1216067900550079,1.6039931727389058,1.7255389506952157,-0.2110657113585775,0.0,-1.2227899269746536,-1.4741925308775663,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-05-20,BTC,multi_method_consensus_non_event,medium,98.87699138156177,99.29485505353878,0.9482023156611822,5,0,0,,,,0.0972750161239606,0.0972750161239606,1.3421641209982007,1.5710794658518157,-0.3064605689725369,0.0,2.1231192343151655,-1.9701571368704311,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-06-23,USDT,multi_method_consensus_non_event,medium,98.61582658657612,96.71802907634718,0.990554539914686,4,0,0,,,,0.0013138042006474,0.0013138042006474,1.0798810246217092,1.3729083657053367,0.0,0.0015660524368286,0.8968738583855973,-2.7248644971257647,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-03-10,SOL,multi_method_consensus_non_event,medium,98.61582658657612,98.4852441890833,0.9588665447897624,4,0,0,,,,0.0526393396252,0.0526393396252,1.1707617806489317,1.809557871767108,-0.3031827212401743,0.0,2.914281026037824,-2.263133680745953,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-03-12,SOL,multi_method_consensus_non_event,medium,98.61582658657612,98.61582658657612,0.9725776965265084,4,0,0,,,,0.108298994808234,0.108298994808234,0.4207154484919024,1.942277061348932,-0.2242377511613047,0.0,2.5017076595794925,-2.45335763542748,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-01-18,USDT,multi_method_consensus_non_event,medium,98.61582658657612,96.80508400800906,0.9808043875685558,4,0,0,,,,-0.0012383277845314,0.0012383277845314,0.9126938430936544,0.0079765077066581,-0.0013674023109582,0.0009409785270692,3.796099559751253,1.2805493506209498,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-01-18,USDT,multi_method_consensus_non_event,medium,98.61582658657612,96.81378950117524,0.9811090798293725,4,0,0,,,,-0.0012383277845314,0.0012383277845314,0.9126938430936544,0.0079765077066581,-0.0013674023109582,0.0009409785270692,3.796099559751253,1.2805493506396206,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-06-23,USDT,multi_method_consensus_non_event,medium,98.61582658657612,96.72673456951335,0.9908592321755028,4,0,0,,,,0.0013138042006474,0.0013138042006474,1.0798810246217092,1.3729083657053367,0.0,0.0015660524368286,0.8968738583855973,-2.7248644971703597,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-05-13,BNB,multi_method_consensus_non_event,medium,98.24584312701316,98.702881518238,0.91102985984156,4,0,0,,,,0.0756691709503591,0.0756691709503591,1.142952819084407,1.52450533936997,-0.3120428409412504,0.0,0.8415475658375229,-3.376832399455307,"Multiple methods agree, but the alert is outside known public incident windows.","False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-12-05,USDC,market_stress_non_event,medium,96.79637851484286,96.76155654217813,0.850091407678245,2,0,0,,,,0.0003699456927709,0.0003699456927709,1.7831800153469208,2.2615800535275143,-1.90685467779117e-05,0.0002399682998655,1.4428445229614808,1.785421320543301,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-02-25,USDT,market_stress_non_event,medium,96.79637851484286,99.46896491686256,0.8811700182815356,2,0,0,,,,-0.0007625265781344,0.0007625265781344,1.5878077103051251,2.106938658019852,-0.0020608105533316,0.0010120272636413,1.1759642262234684,-1.821734172163987,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-10-31,USDC,market_stress_non_event,medium,96.79637851484286,94.32401845564551,0.8202315661182206,2,0,0,,,,-0.0001190238673463,0.0001190238673463,1.7856087223170132,2.1228145735522426,-0.0001509563768846,3.993511199951172e-06,1.2893069674875564,1.87517390130034,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-05-21,ETH,market_stress_non_event,medium,96.79637851484286,95.45573256724994,0.862279098110908,2,0,0,,,,-0.1358474891149423,0.1358474891149423,0.5222927148199314,1.8878303135663517,-0.4169355783308931,0.0,1.2918752090504853,0.0,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-02-25,USDC,market_stress_non_event,medium,96.79637851484286,94.47201183947072,0.8022547227300426,2,0,0,,,,0.0001890255108698,0.0001890255108698,1.6728260335208618,2.053779247492297,-0.0001859927938967,6.9737434388317254e-06,1.1759642262234684,-1.8217341721487876,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-05-01,USDT,market_stress_non_event,medium,96.79637851484286,98.38077827108906,0.894576477757465,2,0,0,,,,-0.0006057376144388,0.0006057376144388,0.6608659601389391,2.53664733043157,-0.0026527652875422,0.0014430284500122,0.4435447023340673,-1.387033894158343,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2025-02-25,USDT,market_stress_non_event,medium,96.79637851484286,99.46025942369636,0.8808653260207191,2,0,0,,,,-0.0007625265781344,0.0007625265781344,1.5878077103051251,2.106938658019852,-0.0020608105533316,0.0010120272636413,1.1759642262234684,-1.8217341721487876,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-03-16,BNB,market_stress_non_event,medium,96.79637851484286,83.9383651083834,0.9658744667885436,2,0,0,,,,0.0714163284838358,0.0714163284838358,2.4793482833918112,2.394815036134347,0.0,0.0,-0.2587631298133635,-0.8332732737220142,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-01-24,BNB,market_stress_non_event,medium,96.79637851484286,86.57612953773831,0.9622181596587448,2,0,0,,,,-0.0332744954421624,0.0332744954421624,0.5256544019772948,1.63826089398665,-0.3399545340050104,0.0,1.4888472646512727,-2.1969710178121336,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-01-18,BNB,market_stress_non_event,medium,96.79637851484286,98.29372333942716,0.837903717245582,2,0,0,,,,-0.0437463235782198,0.0437463235782198,1.754128411702501,2.680568131841768,-0.0597889991752765,0.0,1.919791766459168,1.7672095325492223,Market stress variables are elevated outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-10-25,USDC,isolated_anomaly_review,low,96.79637851484286,92.957256028554,0.7032297379646557,2,0,0,,,,-0.0001790680217672,0.0001790680217672,1.5641385427594543,0.8915958901501203,-0.0002920291652506,0.0001770257949827,1.482409454682312,-0.0849656602300358,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-12-05,USDT,defi_context_shock_non_event,low,96.79637851484286,97.7191607904588,0.7279098110907983,2,0,0,,,,0.0006328561221585,0.0006328561221585,1.4757169736124127,1.5811920072225831,-0.0002238219182765,0.0005459785461425,1.034843201697642,2.3378921586303067,DeFi or chain-context variables are unusual outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-11-16,BTC,isolated_anomaly_review,low,96.79637851484286,97.61469487246453,0.7074954296160878,2,0,0,,,,-0.0549224542515833,0.0549224542515833,1.5160151354069986,1.98922615739512,-0.1096038135392344,0.0,1.934815999198031,0.5696801638777369,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-12-05,USDT,defi_context_shock_non_event,low,96.79637851484286,97.72786628362496,0.7282145033516149,2,0,0,,,,0.0006328561221585,0.0006328561221585,1.4757169736124127,1.5811920072225831,-0.0002238219182765,0.0005459785461425,1.034843201697642,2.3378921586588137,DeFi or chain-context variables are unusual outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2023-06-13,BNB,defi_context_shock_non_event,low,96.79637851484286,98.65935405240708,0.8668494820231566,2,0,0,,,,0.0540791328486243,0.0540791328486243,1.5900373761171611,1.1630680639070798,-0.2239459871872221,0.0,0.4560781305865289,-2.360273666675929,DeFi or chain-context variables are unusual outside known public incident windows.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2021-11-16,BNB,isolated_anomaly_review,low,96.79637851484286,97.02272133716376,0.7641681901279708,2,0,0,,,,-0.0707249859451355,0.0707249859451355,1.7609600362996014,1.6877449616810167,-0.0985643401484119,0.0,1.934815999198031,0.3144651584310851,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-08-02,USDT,isolated_anomaly_review,low,96.79637851484286,96.32628188386872,0.7230347349177331,2,0,0,,,,-0.0004335082938832,0.0004335082938832,0.808925649000307,1.815475208743454,-0.0021163132529545,0.0013250112533568,0.7366269563008504,-0.1545604114129202,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-08-02,USDT,isolated_anomaly_review,low,96.79637851484286,96.31757639070253,0.7233394271785497,2,0,0,,,,-0.0004335082938832,0.0004335082938832,0.808925649000307,1.815475208743454,-0.0021163132529545,0.0013250112533568,0.7366269563008504,-0.1545604114117457,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2024-08-06,SOL,isolated_anomaly_review,low,96.79637851484286,99.07721772438408,0.832114564290067,2,0,0,,,,0.1039505337188622,0.1039505337188622,1.4729601568765731,1.6908505390362956,-0.2206532573984289,0.0,0.6868678945962682,-1.5094866313398532,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
2022-04-06,BTC,isolated_anomaly_review,low,96.79637851484286,96.2740489248716,0.6270566727605119,2,0,0,,,,-0.0529457051005746,0.0529457051005746,1.4404942484088223,0.9149687735120636,-0.0897277287306047,0.0,1.9798783903604464,0.9946598659129062,High score is driven by limited or isolated signals. Treat as likely false-alert candidate for manual review.,"False-alert taxonomy is an error-review framework. Non-event-window alerts are not proof of model failure, and event-window hits are not verified fraud ground truth."
